"","Rating","Review"
"1665","1","This thing shouldn't be more than 2 dollars  its like a folded up piece of fabric that looks like money could lay in it."
"1666","1","I cannot believe this product would even suffice as a wallet. The gift was for my nephew. When he got it, he asked me if it was made out of a paper towel. I was so embarrassed at how cheap it was made that I purchased a different wallet since this one canNOT be returned. It's literally a wallet that you can purchase from a Dollar Tree ON SALE."
"1667","1","Don't waste your money! Super thin material looks like it cost less than 50 cents to make! Piece of junk."
"1668","3","Very cheap quality and nowhere to keep change. Considering kids like coins, seems like a must have. However the paw patrol part is awesome and made my kid happy. It's cheap enough that it can be upgraded later without heartburn."
"1669","1","Very cheaply made. My 4- year old didn<U+2019>t like it because it didn<U+2019>t close and it basically just some type of fabric cut in half with the paw patrol squad on it. Also, it doesn<U+2019>t match description the wallet arrived bent all funky and doesn<U+2019>t have Velcro to keep it closed as stated in description. I tried to return but they don<U+2019>t accept returns. Save your money and look else where. I think even the dollar store has better quality wallets than this with designs as well."
"1670","3","I was excited to receive this for my son but when it came it was more of just something to play with instead of a real wallet. I'll probably have to get him another wallet to save his money in."
"1671","1","I should have read the reviews on this wallet before purchasing.  It's s piece of crap.  No place to hold coins and very thin papery material.  It's going straight in the trash can, and I'm getting one of the trifold Star Wars wallets that is only $1 more and made like a real wallet.  We used to have one but it was stolen."
"1672","1","Not worth the $4. Imagine a wallet made out of duct tape. There is no velcro to hold the wallet shut, there is no change spot, the money pocket isn't even sewn on all sides. I just wanted something small for my little Paw Patrol fan to put her money in to take to the store, and this will only be used for play at home."
"1673","1","I returned this item b/c it doesn't match the description at all it says it has velcro and it does not.  Not very good quality"
"1674","1","Product is cheaply made. Definitely not worth the money. I wouldn<U+2019>t recommend. I wanted to return it as soon as I opened it. Junk"
"1675","3","3 stars because my 4yr old loved it.... However this is very cheap. With a great chance of this wallet getting lost, im not to worried about it. For this age it will work. But if you are looking for a nice better quality.. Might need to spend more than $5."
"1676","2","Thought this would be a cute first little wallet for my 3 year old grandson but the quality of the wallet was very flimsy. Of course it didn't cost that much but I wanted to send it back and look for one that was made better but the shipping was more than the wallet so I just kept it and will probably donate it to goodwill."
"1677","5","Bought this for my grandson & HE loves it. When you are almost 5 you need a place to keep your bucks!"
"1678","3","My son loves this wallet, he<U+2019>s 4. But I think it<U+2019>s quite cheaply made. One of those <U+201C>you get what you pay for<U+201D> kinda things!"
"1679","2","Cheaply made my little boy loves it cause it<U+2019>s paw patrol but not good quality for the money"
"1680","1","I bought this for my 2 year so that he could be <U+201C>just like daddy<U+201D> and carry a piece of money around with him. This item is cheap, not worth the money at all. It<U+2019>s like a plastic type material. Go with a more reputable maker... this isn<U+2019>t worth the money and cost even more to send back. Won<U+2019>t even hold one dollar properly for my 2 yr old."
"1681","1","Super cheap quality. Feels like paper and once you put a couple dollars in the wallet it won<U+2019>t even fold shut! This is ridiculous, I could find a better quality one at a dollar store. Don<U+2019>t waste your money."
"1682","1","The cheapest thing ive ever purchased in my life. Dont waste your money on this."
"1683","3","Exactly how describes in the reviews but my two year old loves it."
"1684","3","It is okay for kids, but don't expect it to last long.  The material is very thin, almost papery."
"1685","5","My four year old wanted a wallet so badly, he really likes his paw patrol wallet! The price was perfect!"
